Num,File,Subset,Fruit,Color,Count,DateTime,GPSAltitude,GPSLatitude,GPSLongitude>,GPSImgDirection,GPSDestBearing,ShutterSpeedValue,SubsecTimeDigitized,ExposureTime,BrightnessValue
953,IMG_3290.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:25,328,37;53.7933N,122;15.5571W,307883/1503,307883/1503,107797/11517,346,1/657,84785/9303
954,IMG_3284.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:09,328,37;53.7952N,122;15.5608W,495610/3813,477023/3670,69467/8892,525,1/225,79330/10569
955,IMG_3327.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:30:13,333,37;53.7943N,122;15.5525W,421091/2142,421091/2142,49625/8401,001,1/60,68181/13267
956,IMG_3333.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:30:47,330,37;53.7952N,122;15.553W,418055/1676,418055/1676,194444/28147,265,1/120,75439/11659
957,IMG_3864.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:39:51,329,37;53.7955N,122;15.5521W,464017/1534,464017/1534,84572/17235,339,1/30,40447/13106
958,IMG_3870.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:20,331,37;53.7943N,122;15.5507W,613645/1932,613645/1932,84572/17235,154,1/30,159533/45212
959,IMG_3694.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:23:43,331,37;53.7952N,122;15.5589W,475934/1705,475934/1705,194444/28147,393,1/120,70645/11798
960,IMG_3695.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:23:47,332,37;53.7957N,122;15.5589W,484123/1692,484123/1692,49625/8401,744,1/60,76866/14623
961,IMG_3871.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:22,331,37;53.7943N,122;15.5507W,509083/1677,509083/1677,84572/17235,239,1/30,51389/16145
962,IMG_3865.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:39:53,329,37;53.7952N,122;15.5507W,629135/2159,629135/2159,84572/17235,201,1/30,25227/8863
963,IMG_3497.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-19 17:29:03,336,37;53.7918N,122;15.547W,310682/2161,310682/2161,50458/7239,103,1/125,67189/10598
964,IMG_3332.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:30:40,331,37;53.7957N,122;15.5544W,337361/1955,337361/1955,49625/8401,482,1/60,50191/9121
965,IMG_3468.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-19 17:24:29,334,37;53.793N,122;15.553W,749525/2376,749525/2376,194444/28147,028,1/120,206561/31865
966,IMG_3285.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:13,329,37;53.7948N,122;15.5598W,413161/2048,413161/2048,51184/6219,397,1/300,39227/4954
967,IMG_3291.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:27,328,37;53.7925N,122;15.5571W,800845/3757,656322/3079,309893/35937,812,1/394,80945/9743
968,IMG_3246.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:30,325,37;53.7957N,122;15.553W,1444209/4252,1641548/4833,260036/48857,946,1/40,47518/9863
969,IMG_3252.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:39,327,37;53.7968N,122;15.5548W,852625/2633,852625/2633,260036/48857,689,1/40,45542/9217
970,IMG_3052.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-17 09:21:23,330,37;53.7985N,122;15.5594W,127414/429,127414/429,194444/28147,655,1/120,62848/10473
971,IMG_3250.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:36,326,37;53.7963N,122;15.5548W,311308/885,311308/885,194444/28147,995,1/120,14723/2695
972,IMG_3287.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:18,328,37;53.7942N,122;15.5585W,702025/3629,521344/2695,70935/8026,310,1/458,21523/2547
973,IMG_3293.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:33,328,37;53.7913N,122;15.5576W,360727/2156,360727/2156,48405/6607,711,1/160,66609/9419
974,IMG_3318.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:28:42,330,37;53.7945N,122;15.5635W,302899/1497,302899/1497,106259/12654,342,1/337,140090/17111
975,IMG_3330.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:30:34,331,37;53.7952N,122;15.5544W,177024/1049,177024/1049,106697/15369,821,1/123,84855/12946
976,IMG_3495.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-19 17:28:55,336,37;53.7918N,122;15.547W,638579/3585,729601/4096,260036/48857,533,1/40,49725/10211
977,IMG_3654.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:20:41,329,37;53.7957N,122;15.553W,414148/3839,498941/4625,49625/8401,204,1/60,516751/88523
978,IMG_3873.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:31,331,37;53.7943N,122;15.5507W,507951/1604,507951/1604,84572/17235,134,1/30,45207/14782
979,IMG_3867.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:03,331,37;53.7943N,122;15.5507W,778914/2551,778914/2551,84572/17235,537,1/30,32373/10088
980,IMG_3866.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:00,330,37;53.7943N,122;15.5507W,835062/2669,835062/2669,84572/17235,130,1/30,1516/491
981,IMG_3872.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:29,331,37;53.7943N,122;15.5507W,421413/1373,421413/1373,84572/17235,125,1/30,61624/17857
982,IMG_3655.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:20:44,330,37;53.7967N,122;15.5521W,822968/6699,822968/6699,260036/48857,688,1/40,31628/6141
983,IMG_3325.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:30:06,333,37;53.7943N,122;15.5525W,172328/1025,172328/1025,260036/48857,416,1/40,80272/16687
984,IMG_3331.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:30:37,331,37;53.7952N,122;15.5544W,499331/3023,522621/3164,194444/28147,153,1/120,57391/9776
985,IMG_3319.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:29:24,327,37;53.7955N,122;15.5576W,601050/1763,601050/1763,97861/11329,955,1/398,66172/7985
986,IMG_3292.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:30,328,37;53.7918N,122;15.5576W,528933/2981,528933/2981,69533/8886,005,1/227,208735/27511
987,IMG_3286.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:15,329,37;53.7943N,122;15.558W,793406/4095,793406/4095,118913/12654,901,1/674,267150/29131
988,IMG_3245.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:25,325,37;53.7978N,122;15.5525W,134783/3266,134783/3266,49625/8401,963,1/60,243709/48742
989,IMG_3279.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:25:56,327,37;53.7952N,122;15.5649W,145813/1460,145813/1460,137311/18039,249,1/196,45769/6265
990,IMG_3255.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:45,328,37;53.7963N,122;15.5525W,695161/2215,844550/2691,88289/10653,321,1/313,65245/8643
991,IMG_3269.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:40:24,329,37;53.7932N,122;15.553W,389548/2029,389548/2029,194444/28147,248,1/120,132025/23159
992,IMG_3282.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:03,328,37;53.7955N,122;15.563W,475715/3817,475715/3817,75795/10826,488,1/128,70489/10448
993,IMG_3296.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:39,328,37;53.7912N,122;15.5566W,367827/2723,367827/2723,83408/10529,540,1/242,88824/11761
994,IMG_3335.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:31:00,330,37;53.7955N,122;15.553W,495212/1693,495212/1693,69976/7847,198,1/484,87656/10207
995,IMG_3453.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-19 17:22:12,333,37;53.7943N,122;15.5525W,295619/1950,295619/1950,84572/17235,655,1/30,63991/14656
996,IMG_3309.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:21,330,37;53.793N,122;15.553W,38158/271,38158/271,54359/6331,802,1/384,74369/9057
997,IMG_3686.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:23:06,331,37;53.7985N,122;15.5553W,258277/8115,258277/8115,84572/17235,087,1/30,22207/5592
998,IMG_3876.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:47,333,37;53.7957N,122;15.5511W,760451/2479,760451/2479,84572/17235,230,1/30,59965/17191
999,IMG_3863.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:39:31,329,37;53.7948N,122;15.5516W,214516/6307,214516/6307,84572/17235,855,1/30,58360/14251
1000,IMG_3877.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:49,332,37;53.7962N,122;15.5525W,479272/1487,479272/1487,84572/17235,356,1/30,27018/8045
1001,IMG_3687.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:23:08,331,37;53.7985N,122;15.5553W,156122/3003,156122/3003,84572/17235,149,1/30,56341/13860
1002,IMG_3308.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:15,329,37;53.7912N,122;15.5539W,181145/897,181145/897,66829/8912,951,1/181,90157/12360
1003,IMG_3334.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:30:52,330,37;53.7955N,122;15.553W,202430/711,202430/711,110008/14179,752,1/217,235199/31910
1004,IMG_3297.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:41,328,37;53.7907N,122;15.5562W,234754/1307,234754/1307,78805/10996,366,1/144,80603/11842
1005,IMG_3283.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:05,327,37;53.7952N,122;15.5621W,1103798/10291,1144449/10670,32683/4197,621,1/221,104399/13972
1006,IMG_3268.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:40:19,328,37;53.7932N,122;15.553W,454727/4726,454727/4726,46597/6651,895,1/129,84213/12689
1007,IMG_3054.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-17 09:21:32,330,37;53.7993N,122;15.5589W,63053/212,63053/212,260036/48857,784,1/40,69181/13808
1008,IMG_3256.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:48,328,37;53.7957N,122;15.5525W,682283/2084,807019/2465,194444/28147,604,1/120,77312/13379
1009,IMG_3295.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:37,328,37;53.7912N,122;15.5566W,386113/2140,466042/2583,19463/2428,582,1/259,61260/7919
1010,IMG_3336.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:31:09,330,37;53.7955N,122;15.553W,695885/2137,695885/2137,84967/9194,372,1/605,97045/10861
1011,IMG_3849.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:35:03,329,37;53.7948N,122;15.5521W,260930/779,260930/779,84572/17235,194,1/30,96989/22150
1012,IMG_3875.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:40,330,37;53.7943N,122;15.5507W,446617/1638,446617/1638,84572/17235,437,1/30,63266/19869
1013,IMG_3874.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:38,330,37;53.7943N,122;15.5507W,1342717/5010,1342717/5010,84572/17235,484,1/30,112808/33585
1014,IMG_3337.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:31:14,329,37;53.7968N,122;15.5548W,78982/5187,78982/5187,85974/9551,070,1/513,48983/5699
1015,IMG_3280.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:25:59,328,37;53.7955N,122;15.564W,426431/4096,426431/4096,76189/10151,152,1/182,66402/9035
1016,IMG_3294.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:35,328,37;53.7912N,122;15.5571W,243892/1301,243892/1301,14471/1833,398,1/238,94263/12526
1017,IMG_3230.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:38:35,256,37;53.7973N,122;15.5534W,1520498/7499,1600791/7895,84572/17235,292,1/30,46457/9916
1018,IMG_3231.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:38:37,261,37;53.7968N,122;15.553W,327099/1633,327099/1633,84572/17235,096,1/30,26099/6151
1019,IMG_3769.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:30:14,329,37;53.7957N,122;15.5479W,423528/1363,423528/1363,49625/8401,315,1/60,62956/11661
1020,IMG_3838.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:37,330,37;53.7963N,122;15.5507W,498391/2452,498391/2452,84572/17235,535,1/30,27343/7039
1021,IMG_3839.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:38,329,37;53.7948N,122;15.5516W,520292/2579,483575/2397,84572/17235,176,1/30,64282/17097
1022,IMG_3232.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:38:39,263,37;53.7968N,122;15.553W,488683/2458,488683/2458,84572/17235,889,1/30,293194/69623
1023,IMG_3791.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:31:57,331,37;53.798N,122;15.5493W,527301/2048,527301/2048,84572/17235,182,1/30,53235/21026
1024,IMG_3829.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:20,330,37;53.7942N,122;15.5521W,258210/1277,258210/1277,84572/17235,662,1/30,76439/25671
1025,IMG_3828.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:18,330,37;53.7943N,122;15.5511W,75616/367,75616/367,84572/17235,951,1/30,87863/24376
1026,IMG_3380.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-19 17:11:54,335,37;53.7957N,122;15.5544W,139893/8192,139893/8192,194444/28147,390,1/120,88757/16076
1027,IMG_3792.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:32:00,332,37;53.7973N,122;15.5493W,644716/2413,644716/2413,84572/17235,195,1/30,121598/37013
1028,IMG_3209.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:37:10,211,37;53.808N,122;15.5635W,500002/2183,500002/2183,49625/8401,456,1/60,79033/15379
1029,IMG_3761.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:29:45,328,37;53.7967N,122;15.5544W,521496/1805,521496/1805,49625/8401,945,1/60,90756/17653
1030,IMG_4218.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:14:49,333,37;53.8197N,122;15.4921W,200440/2739,200440/2739,78789/9311,469,1/353,55471/6685
1031,IMG_3826.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:13,331,37;53.7955N,122;15.5498W,473916/2321,473916/2321,84572/17235,182,1/30,158909/49365
1032,IMG_3832.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:25,330,37;53.7937N,122;15.5539W,661863/4096,661863/4096,84572/17235,995,1/30,173918/51019
1033,IMG_3833.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:27,330,37;53.7937N,122;15.5539W,324517/1983,324517/1983,84572/17235,519,1/30,32159/13206
1034,IMG_3827.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:15,331,37;53.7948N,122;15.5502W,2437411/10889,2414803/10788,84572/17235,004,1/30,26749/8769
1035,IMG_3364.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-19 17:10:43,333,37;53.7933N,122;15.5525W,415229/4552,529344/5803,49625/8401,315,1/60,44941/9553
1036,IMG_4219.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:14:58,334,37;53.8193N,122;15.4953W,307621/2504,307621/2504,81160/9621,582,1/346,259201/30955
1037,IMG_3947.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:49:22,328,37;53.801N,122;15.5562W,131036/1895,131036/1895,49625/8401,905,1/60,239727/45647
1038,IMG_3762.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:29:51,328,37;53.7963N,122;15.5525W,454871/2004,454871/2004,84572/17235,806,1/30,43480/9301
1039,IMG_3831.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:23,330,37;53.7937N,122;15.5539W,367516/2179,367516/2179,84572/17235,220,1/30,54755/15791
1040,IMG_3825.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:09,330,37;53.7967N,122;15.5507W,429361/2746,429361/2746,84572/17235,338,1/30,35961/14792
1041,IMG_3824.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:08,331,37;53.797N,122;15.5516W,331803/2077,331803/2077,84572/17235,574,1/30,26307/9679
1042,IMG_3830.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:22,330,37;53.7938N,122;15.5539W,259625/1398,259625/1398,84572/17235,687,1/30,124132/33735
1043,IMG_3367.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-19 17:10:54,333,37;53.797N,122;15.5516W,81545/1024,81545/1024,142937/16045,801,1/481,71893/8726
1044,IMG_3763.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:29:52,329,37;53.7963N,122;15.5525W,517403/2244,517403/2244,84572/17235,325,1/30,415472/90453
1045,IMG_4222.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:15:19,337,37;53.8177N,122;15.5054W,483602/2523,483602/2523,194444/28147,848,1/120,65746/11291
1046,IMG_3834.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:29,330,37;53.7938N,122;15.553W,590844/2951,590844/2951,84572/17235,839,1/30,130774/33415
1047,IMG_3835.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:30,330,37;53.7942N,122;15.5525W,414961/2012,414961/2012,84572/17235,129,1/30,87775/24943
1048,IMG_3770.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:30:26,330,37;53.7952N,122;15.5498W,109608/817,109608/817,84572/17235,856,1/30,41125/11792
1049,IMG_3764.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:29:56,329,37;53.7962N,122;15.5502W,432395/1942,432395/1942,49625/8401,602,1/60,45206/9491
1050,IMG_4221.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:15:17,337,37;53.8175N,122;15.5054W,107545/512,107545/512,194444/28147,435,1/120,68462/11429
1051,IMG_3823.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:33:59,331,37;53.7978N,122;15.553W,102898/327,102898/327,84572/17235,443,1/30,51467/16114
1052,IMG_3837.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:34,330,37;53.7955N,122;15.5502W,477082/2299,477082/2299,84572/17235,532,1/30,70539/19711
1053,IMG_3836.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:32,330,37;53.7948N,122;15.5507W,152766/727,152766/727,84572/17235,073,1/30,48928/11843
1054,IMG_4220.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 09:15:00,334,37;53.8193N,122;15.4953W,1106424/7685,1009099/7009,85912/10523,170,1/287,147061/18553
1055,IMG_3229.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:38:31,254,37;53.7993N,122;15.5553W,253921/1194,253921/1194,84572/17235,090,1/30,54763/11633
1056,IMG_3306.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:09,329,37;53.7913N,122;15.5539W,344338/1379,344338/1379,62299/8059,947,1/212,153372/20045
1057,IMG_3312.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:32,329,37;53.7927N,122;15.5516W,402366/2839,418523/2953,66218/7485,171,1/460,93501/10900
1058,IMG_3845.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:50,329,37;53.7948N,122;15.5521W,92237/512,92237/512,84572/17235,554,1/30,54628/15965
1059,IMG_3879.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:55,330,37;53.7967N,122;15.553W,1449733/4510,1449733/4510,84572/17235,315,1/30,50411/15988
1060,IMG_3878.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:40:54,331,37;53.797N,122;15.5534W,982928/2955,1198141/3602,84572/17235,463,1/30,48347/12631
1061,IMG_3850.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:35:07,329,37;53.7948N,122;15.5521W,236257/4565,236257/4565,84572/17235,354,1/30,57223/13316
1062,IMG_3844.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:48,329,37;53.7948N,122;15.5521W,1094893/5496,1226575/6157,84572/17235,407,1/30,46581/13871
1063,IMG_3313.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:34,329,37;53.7927N,122;15.5516W,875001/5423,878228/5443,110335/12762,195,1/400,48961/5890
1064,IMG_3307.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:12,329,37;53.7908N,122;15.5544W,408301/1599,408301/1599,149897/20307,365,1/167,26567/3661
1065,IMG_3298.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:43,329,37;53.79N,122;15.5553W,384752/2035,384752/2035,196192/28013,432,1/128,37637/5681
1066,IMG_3267.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:40:14,329,37;53.7932N,122;15.553W,328869/926,328869/926,194444/28147,926,1/120,54395/8906
1067,IMG_3259.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:54,328,37;53.7955N,122;15.5525W,638307/1910,876586/2623,260036/48857,061,1/40,92587/18792
1068,IMG_3265.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:40:10,329,37;53.7932N,122;15.553W,929297/4096,929297/4096,49625/8401,723,1/60,101027/18831
1069,IMG_3271.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:40:28,330,37;53.7943N,122;15.5539W,457112/3879,427887/3631,68947/9974,057,1/120,59177/9177
1070,IMG_3339.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:31:26,330,37;53.7968N,122;15.5548W,115660/1953,115660/1953,72255/8044,273,1/506,186042/21457
1071,IMG_3311.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:29,329,37;53.7927N,122;15.5516W,270019/2422,270019/2422,98255/12167,181,1/270,263374/32967
1072,IMG_3305.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:07,329,37;53.7918N,122;15.5539W,564985/2266,564985/2266,331139/36826,866,1/509,145389/17120
1073,IMG_3846.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:52,329,37;53.7948N,122;15.5521W,410942/3495,574143/4883,84572/17235,378,1/30,33473/11180
1074,IMG_3884.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:41:28,331,37;53.796N,122;15.5498W,659171/2376,659171/2376,84572/17235,379,1/30,138984/49457
1075,IMG_3304.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:04,329,37;53.7918N,122;15.5534W,61133/256,61133/256,214308/25895,301,1/310,50565/6271
1076,IMG_3310.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:23,329,37;53.7932N,122;15.5525W,531613/3537,615631/4096,142937/16045,115,1/481,37154/4351
1077,IMG_3338.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:31:20,330,37;53.7968N,122;15.5548W,489845/9196,558826/10491,111644/12281,311,1/545,85953/9791
1078,IMG_3264.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:40:08,329,37;53.7932N,122;15.5525W,436201/1509,436201/1509,194444/28147,273,1/120,64382/11247
1079,IMG_3258.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:51,328,37;53.7955N,122;15.5525W,486286/1621,486286/1621,49625/8401,120,1/60,101309/20555
1080,IMG_3260.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:57,327,37;53.7955N,122;15.5525W,576427/1724,576427/1724,49625/8401,853,1/60,704509/134906
1081,IMG_3248.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:35,326,37;53.7963N,122;15.5548W,1096013/3255,1096013/3255,49625/8401,615,1/60,57811/11053
1082,IMG_3314.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:38,329,37;53.7927N,122;15.5516W,251315/4146,283381/4675,55655/6129,652,1/541,59361/6743
1083,IMG_3300.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:53,329,37;53.7908N,122;15.5525W,120783/974,120783/974,81160/9621,453,1/346,86915/10577
1084,IMG_3328.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:30:18,333,37;53.7943N,122;15.5525W,143377/841,143377/841,49625/8401,188,1/60,74840/14687
1085,IMG_3664.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:21:29,328,37;53.7912N,122;15.5557W,166729/1623,166729/1623,49625/8401,841,1/60,42735/7982
1086,IMG_3880.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:41:02,330,37;53.796N,122;15.5498W,67173/256,67173/256,84572/17235,100,1/30,22261/8170
1087,IMG_3843.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:47,329,37;53.7948N,122;15.5521W,242975/1181,242975/1181,84572/17235,534,1/30,3992/1195
1088,IMG_3842.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:34:45,329,37;53.7948N,122;15.5521W,223963/1163,223963/1163,84572/17235,079,1/30,50969/17320
1089,IMG_3665.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-21 08:21:31,328,37;53.7912N,122;15.5557W,338031/2890,338031/2890,49625/8401,157,1/60,66037/12109
1090,IMG_3329.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:30:22,333,37;53.7943N,122;15.5525W,215744/2245,215744/2245,183226/24187,073,1/191,24539/3401
1091,IMG_3467.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-19 17:24:27,334,37;53.7937N,122;15.5521W,1670873/5771,1670873/5771,143190/19121,555,1/180,149192/20697
1092,IMG_3301.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:26:56,329,37;53.7912N,122;15.553W,186285/1024,186285/1024,57157/6701,376,1/370,158045/19073
1093,IMG_3315.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 14:27:46,329,37;53.7937N,122;15.5507W,209817/8065,213121/8192,66553/8851,569,1/183,268537/36753
